Link,Titulo,Precio,Ubicacion,Ventas 60 dias,Reviews,Rating,Comentarios
https://www.mercadolibre.com.co/laptop-hp-240-g7-gris-14-intel-celeron-n4020-8gb-de-ram-1tb-hdd-intel-uhd-graphics-600-1366x768px-windows-10-home/p/MCO18941400?pdp_filters=category:MCO1652#searchVariation=MCO18941400&position=1&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop HP 240 G7 gris 14"", Intel Celeron N4020  8GB de RAM 1TB HDD, Intel UHD Graphics 600 1366x768px Windows 10 Home",1.150.000,"Chapinero, Bogotá D.C..",+50,334 calificaciones,4.7,"['Buenas tardes, hasta el momento me a parecido de muy buena calidad y en cuanto al sistema muy rápido.', 'Excelente el producto. Cumple con todas las especificaciones de la publicación. La cámara es buena aunque la calidad no es la mejor. Es el único detalle que vimos pero igualmente es aceptable por el precio del equipo.', 'Me parecio muy buen equipo comparado con el precio. Tenia mis dudas al leer ciertos comentarios pero por el momento no me arrepiento de mi compra, trae lo que ofrecen y me gusto mucho que trajera una hoja de recomendaciones para tener un mejor uso y aprovechamiento del equipo.', 'Cumple con lo que dice, me la pasaba leyendo los comentarios para decidirme si si o si no y pues me decidí por el si y no me arrepiento de mi decisión ya que el producto me sirve como tanto para jugar como también para proyectos que hago.', 'Es una muy buena máquina para el trabajo básico ya que es bastante ágil es muy liviana y la resolución de la pantalla se excelente además tiene muy buena duración de batería, por mejorar sería que instalarán el paquete de office para que no pida actualizaciones de sistema pero por lo demás excelente equipo además con las líneas muy agradables a la vista.']"
https://www.mercadolibre.com.co/laptop-asus-m515da-gris-156-amd-ryzen-5-3500u-16gb-de-ram-1tb-hdd-256gb-ssd-amd-radeon-rx-vega-8-ryzen-20003000-1920x1080px-windows-10/p/MCO19537081?pdp_filters=category:MCO1652#searchVariation=MCO19537081&position=2&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Asus M515DA gris 15.6"", AMD Ryzen 5 3500U  16GB de RAM 1TB HDD 256GB SSD, AMD Radeon RX Vega 8 (Ryzen 2000/3000) 1920x1080px Windows 10",2.425.637,"Chapinero, Bogotá D.C..",+100,,,[]
https://www.mercadolibre.com.co/laptop-dell-inspiron-3501-plata-1555-intel-core-i3-1115g4-8gb-de-ram-256gb-ssd-intel-uhd-graphics-xe-g4-48eus-60-hz-1366x768px-windows-10-home/p/MCO17396382?pdp_filters=category:MCO1652#searchVariation=MCO17396382&position=3&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Dell Inspiron 3501 plata 15.55"", Intel Core i3 1115G4  8GB de RAM 256GB SSD, Intel UHD Graphics Xe G4 48EUs 60 Hz 1366x768px Windows 10 Home",1.534.900,"Suba, Bogotá D.C..",+500,,,[]
https://www.mercadolibre.com.co/macbook-air-m2-2022-midnight-136-apple-m2-8gb-de-ram-256gb-ssd-apple-m2-10-core-gpu-2560x1664px-macos/p/MCO19563442?pdp_filters=category:MCO1652#searchVariation=MCO19563442&position=4&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"MacBook Air M2 2022 midnight 13.6"", Apple M2  8GB de RAM 256GB SSD, Apple M2 10-Core GPU 2560x1664px macOS",6.299.000,"Antonio Nariño, Bogotá D.C..",+100,16 calificaciones,5.0,"['Me gustó mucho, solo que no me di cuenta que el teclado era en ingles y eso me ha costado un poco.', 'Excelente y con el teclado en español!.', 'Muy potente y cómodo a ese precio no decepciona.', 'Hasta ahorita todo bien.', 'Es tal cual se describe, tengo en cuenta que partir del modelo cuentan 10 años de para que apple no le saque mas actualizaciones, excelente compra.']"
https://www.mercadolibre.com.co/laptop-lenovo-ideapad-14ada05-platinum-gray-14-amd-athlon-silver-3050u-4gb-de-ram-256gb-ssd-amd-radeon-rx-vega-2-1366x768px-freedos/p/MCO19693411?pdp_filters=category:MCO1652#searchVariation=MCO19693411&position=7&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Lenovo IdeaPad 14ADA05  platinum gray 14"", AMD Athlon Silver 3050U  4GB de RAM 256GB SSD, AMD Radeon RX Vega 2 1366x768px FreeDOS",1.438.000,"Chapinero, Bogotá D.C..",+1000,,,[]
https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=nh%2FYisosWT%2FqdhJaTK9si7PqKhmyvVmi0NyYICVgOQL60QJqYlXIHOOyKRsT%2F1MbKWKa2yIoJ7Z6dAdYyNPGAkVvb5ytlrdyp21QaOvSRktIiFEyIq9CQSozq3xKMrFz94DmSnQhZ4Smt8u3F9EN3FQI2U2L1%2FkzKDg5SPNaLnCNMWR9VX77jmnNb5Tmul2ijmrhSoyVBVy6PVjwbm0qgGiMprJWDcxp%2BJCkjl5W3JotAfav8N4amcekvvMHjhD8OZUwXG4WfJlHYjAIflVK0DA2uknfBjqKachJI6v8rq0limaqbtr%2BsMDGOcJ3BnYNk0mf2dXo7bCbJDQ8%2F7L1UvgiFHlLsWD%2FMDDvqb56UQyHXSNFh4C01ovQK79cHo%2BQFmflzdpyin9H58wewWOxYWL7qZwIQrjMOtMGnJGWCM6IAvz9h%2FCWYvvD5w1NOtWt%2B6BTXNXjMP%2B3IaTbtXdDeFhoWHwbs6SW9eovj9c4KGinqxtmz06ujOZ9Y7G0NQxcBPlqVTp6C5K58jucuFPeBC%2BYYjiE%2BpCs1coCgzI9TvZIItsdyOx7rrBg9SpGm5BZjmbxIWNBpkNpzQvi5lc0sdRNiKHWUkDFTC0w6eeiycj1Wuk5RVpfbiQ%2FIoaxGJRSpQuADPASuTy3D2VsrXgr%2FNN70zs5G1ianeM25JrC1rDHAN0TBzG4rp86kLhWc3UEUwdZHpYITbpLMfMN%2F1PuumU%3D&rb=x,Portatil Asus X415ea Intel Pentium 8gb 256gb Ssd 14  Win 11 ,2.000.000,"Chapinero, Bogotá D.C..",+1000,,,[]
https://click1.mercadolibre.com.co/mclics/clicks/external/MCO/count?a=VIhhSOPUH7joKD%2B54W2X7t%2F4lu3D6ccIHhVhm7xlrR4n1ml7P%2Ba0qvX31qfb8OQgkA108nhqpD2CSiJOFaPzYrVylgz9i6tJcY94HNiY4PtWmYJI%2F0MoZm49%2FQ24n3n%2FB4foA6Bs0HO5ADIMY9kvkZ1Rq0AM30PWNAUPuNhTtuVkGHxKvPY67tZGMxLnZysgpUTLat6SsgYc6aDahIiBqJ2BoyOQDIkfY9eQvyAyx23V%2FETJBqKPa062%2BEXLf5K%2FWWGpRgjd8ptUJzBoK8pcubpr9OMPnFKf5dyNRQ6HjuLFExAY8vvBCIA4dlEGGtMKKfSYV8qNIAO%2B6CY93H33kup6e3u4FsyNTp4k%2BKjJiqxums0%2BcZFrySIfZZBJ2cs4ADaiXNTi2V7fV%2FVGY0XjRsMj5nxoT%2FDJtibnzVkOzscupFLz2qrOw7fG3%2B8vkX%2BHvLS63b2KD40lODmn8LTqxs3J2PDgCqz8wSQL7k2bE4WOsMdPhwZkLCpHZW%2FqjkLPTOlN0gCjSICJnDw0d9XAQM0YK3pphqCI6wTlho0oatkWzHl7dnd4QecQRZozU%2F%2Bt4O2h%2FdwuwaKnj0pzuyR23rbpfkr6xuHdFjU1%2F5cEz9eO4TTIPAxKABBoDR4obdhKmszZQi7ey%2FM9ZHM55bONk2CYipUDzMpKe5luSnxG6R7x5nHIyVwcoSvYCoLb5CGjoC2Rzywit2KlgEe4nxadOWJpgg%3D%3D&rb=x,Laptop Hp 240 G8 Intel Celeron N4120 8gb 256gb Ssd Windows10,1.200.000,"Chapinero, Bogotá D.C..",+1000,,,[]
https://www.mercadolibre.com.co/laptop-asus-vivobook-e410ma-azul-electrica-tactil-14-intel-celeron-n4020-4gb-de-ram-128gb-ssd-intel-uhd-graphics-600-60-hz-1366x768px-windows-10-home/p/MCO16159862?pdp_filters=category:MCO1652#searchVariation=MCO16159862&position=11&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Asus VivoBook E410MA azul eléctrica táctil 14"", Intel Celeron N4020  4GB de RAM 128GB SSD, Intel UHD Graphics 600 60 Hz 1366x768px Windows 10 Home",1.100.000,"Chapinero, Bogotá D.C..",+50,81 calificaciones,4.6,"['No es un equipo súper poderoso, funcionamiento modesto, pero con buenas prestaciones si lo que necesitas hacer es básico: es para ti! si quieres gaming o cosas mas extremas este equipo entonces no es para ti. Ha cumplido mis expectativas y para presupuesto no muy alto esta bien, tiene varias funcionalidades como el 60% 80 % de recarga de batería, teclado retro iluminado, y la duración extra larga de la batería para el 100% de la carga le calculo unas 6horas y media con uso normal. En general lo recomiendo para estudiantes, pero si tienes un presupuesto mayor te sugeriría un equipo con mayores prestaciones. El teclado esta muy bien, súper completo, con muchas funcionalidades, se puede deshabilitar pad mouse, buen brillo, excelente resolución full hd 1920x1080, con optimas opciones de configuración, para contraste, para audio, funciones de bluetooth, el equipo tiene un hardware intel bastante bueno.', 'Es lo más económico del mercado y con windows original. La relación precio beneficio es muy buena. No es tan veloz como rachio makuin, pero sirve para lo necesario y básico. En el estoy haciendo mi tesis y todo correcto.', 'Supero mis expectativas respecto a rendimiento y por el precio es más que aceptable lo único que no me agrado es que la caja vino con el sello abierto, supongo que fue para la instalación del sistema operativo. Pero estoy feliz con el producto, gracias.', 'Me encanta, se acomoda a mis necesidades. De lujo.', 'Excelente muy buen producto, es el portátil que necesitaba.']"
https://www.mercadolibre.com.co/laptop-lenovo-ideapad-14ada05-platinum-gray-14-amd-athlon-silver-3050u-8gb-de-ram-256gb-ssd-amd-radeon-rx-vega-2-1366x768px-windows-10-home/p/MCO18063168?pdp_filters=category:MCO1652#searchVariation=MCO18063168&position=12&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Lenovo IdeaPad 14ADA05  platinum gray 14"", AMD Athlon Silver 3050U  8GB de RAM 256GB SSD, AMD Radeon RX Vega 2 1366x768px Windows 10 Home",1.199.900,"Chapinero, Bogotá D.C..",+100,,,[]
https://www.mercadolibre.com.co/laptop-dell-inspiron-3505-gris-156-amd-ryzen-5-3450u-16gb-de-ram-1tb-hdd-256gb-ssd-amd-radeon-rx-vega-8-ryzen-20003000-60-hz-1366x768px-windows-10-home/p/MCO16999023?pdp_filters=category:MCO1652#searchVariation=MCO16999023&position=13&search_layout=stack&type=product&tracking_id=cf05338e-e0b7-4e9b-a0e7-132e1491473f,"Laptop Dell Inspiron 3505 gris 15.6"", AMD Ryzen 5 3450U  16GB de RAM 1TB HDD 256GB SSD, AMD Radeon RX Vega 8 (Ryzen 2000/3000) 60 Hz 1366x768px Windows 10 Home",2.021.323,"Chapinero, Bogotá D.C..",+50,107 calificaciones,4.7,"['Excelente equipo aunque en la descripción decía que era con teclado retro iluminado y no es así. Del resto funciona muy bien.', 'El equipo cumple con las especificaciones tecnicas, pero en pantalla, el brillo cambia cuando no está cargando, el contraste sube y esto no es configurable, esto es por que la pantalla del pc no es la original, lo digo por que tengo uno original que me dio la empresa y a comparacion a este si cambian algunas cosas, otra cosa que cambia es que se calienta demasiado y se descarga muy rapido, esto también por que la pila no es la original, esto lo comento para que al comprarlo no se les haga raro que presenta estas cosas.', 'La computadora tiene buen rendimiento pero por el rango de precios la mejor opción es la lenovo ideapad 3, la computadora hace mucho ruido con los ventiladores, si vienes de pantallas full hd vas a notar una perdida de calidad enorme y si pretendes utilizarla para video juegos solo ira bien con juegos que le exigen poco y los demás van en bien gráficos medios y bajos. Las bocinas con alto volumen retumban toda la computadora es molesto.', 'Es una computador hermoso, tiene acabados elegante, es súper rápido, tiene un sistema de diagnóstico y operación muy eficiente, lo que permite mejorar en el usuario diario, me encanta el pc es excelente marca y el precio se ajusta a mi economía y facilidad de pago.', 'Muy buen computador, cumple con todas las expectativas, excelente velocidad, actualizable a windows 11 y corre de maravilla aún con varias ventanas/páginas abiertas.']"
